,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
no_ortho_TorientalisShintoku,2AGPGAT141,C100SN,SELCYSLY2_1,EPISTAT_SC,AGPAT190,2AGPEAT141,ZYMSTAT_SC,GLCR1TRB1,HBZOPT6,FEDCabc,2AGPEAT181,2AGPGAT181,S2FE2SR,ERGSTAT_SC,FECOSTAT_SC,LANOSTAT_SC,GLCR1TRA1,AGPAT160190,ARGORNt7,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,HBZOPT6mc,PLDAGAT_DHA_EPA_ARA_PE_10_c,LPCAT_MYRS_DGLA_sn2_c,ENO_h,PLDAGAT_DHA_EPA_ARA_PC_2_c,PCW3DS_HDE_EPA_sn2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pvivax-likePvl01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,DHPS,CD2t4,DHPS2,HISTRSm,LEUTRSm,PHETRSm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,HBZOPT6,ALATL,APAPTm,G12MT4,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,G12MT3,HEMELm,SECYSTL,HCGALm,CBFCc,ENLIPIDAt1exc,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EbrunettiHoughton,2AGPGAT141,VALTRSm,DHPS,MCBTS3,MEGLYXYLAMH,PTOR,PHOMSELCYSL,DHPS2,ASNTRSm,HEMEOMOm,HISTRSm,LEUTRSm,FOLD3,MCBTS2,MCBTS,LIDOAMH,SUCHMSSELCYSL,2AGPEAT141,DHORD2,TKT2,LYSTRSm,METTRSm,FEDCabc,ALATL,G12MT4,ASPTRSm,DOLASNT,G12MT3,G13MT,HEMELm,AHSERL4,SECYSTL,TREHe,ENLIPIDAt1exc,TKT2hc,protein_bm,PCW3DS_HDE_EPA_sn2_c,ALCDH_nadp_hi,PLDAGAT_EPA_EPA_LNA_PE_10_c,PLDAGAT_EPA_EPA_LNA_PC_4_c,AGAT_LLA,DGDGW6DS1829Z12Z1617Z,LPCAT_MYRS_EPA_sn2_c,PLDAGAT_HDE_HDE_LNA_PE_10_c,BCAROXR_h,LPCAT_EPA_EPA_sn2_c,PLDAGAT_HDE_EPA_LNA_PC_4_c,GAT1_LLA,PCD6DS_STC_GLNA_sn2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumGN01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,ENLIPIDAt1exc,CYO1bpp_sync,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TcruziSylvioX10-1,HBZOPT,VALTRSm,SQD2_160,SQD2_183_9_12_15,LIPOS,UPLA4FNT,HBZOPT6m,HEMEOMOm,TRPTRSm,NALN6,SQD2_183_6_9_12,SQD2_181,AHSERL3,DMATT,2HP6MPMOm,CDPDGPm_SC,FTHFLmi,LYSTRSm,METTRSm,UPLA4NT,HBZOPT6,HBZOPT6m_1,FEDCabc,SQD2_161,SQD2_181_9,SQD2_182_9_12,APAPTm,MCPST,THZPSN3,TPK1,SQD2_180,SQD2_184_6_9_12_15,ACSERL,CYSS_m,ENLIPIDAt1exc,protein_bm,PLDAGAT_HDE_EPA_LNA_PC_2_c,PLDAGAT_PALM_PALM_LNA_PC_4_c,PLDAGAT_OLE_PALM_HDE_PC_3_c,ACOADAGAT_HDE_EPA_EPA_c,PLDAGAT_HDE_EPA_OLE_PC_3_c,HMR_0867nhs,AGPATCOA_MYRS_DHA_c,PLDAGAT_HDE_EPA_HDE_PC_3_c,PLDAGAT_HDE_EPA_LNA_PC_1_c,AGPATCOA_MYRS_EPA_c,PLDAGAT_EPA_EPA_ARA_PC_7_c,PLDAGAT_LNA_EPA_LNA_PC_4_c,AGPATCOA_STC_DHA_c,PLDAGAT_EPA_EPA_ARA_PC_6_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EcuniculiEcunIII-L,PANTS,CERS226,CERS126,NaKt_1,ALATA_D2,DIPS,HBZOPT6,FEDCabc,AGPAT120,L_LACD,OHPHM6nc,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LmexicanaMHOMGT2001U1103,THRTRSm,VALTRSm,SQD2_160,SQD2_183_9_12_15,SQD2_183_6_9_12,SQD2_181,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,FEDCabc,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,CRNCARtm,TPK1,SQD2_180,SQD2_184_6_9_12_15,DOLASNT,SULOm,SECYSTL,NDP3ex,ENLIPIDAt1exc,LPSSYN_HPc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EmaximaWeybridge,2AGPGAT141,FAS141ACPm,FAS181ACPm,THRTRSm,VALTRSm,MCBTS3,MEGLYXYLAMH,PTOR,PHOMSELCYSL,DHPS2,FAS182ACPm,HEMEOMOm,HISTRSm,PHETRSm,MCBTS2,MCBTS,MYCTR2,ACSERSULL,LIDOAMH,SUCHMSSELCYSL,2AGPEAT141,TKT2,2HP6MPMOm,LYSTRSm,HBZOPT6,FEDCabc,ALATL,AMALT1,FAS161ACPm,SLCYSS,OMMBLHX6m,TPK1,DOLASNT,SECYSTL,CYOOm2,ACSERSULLm,HCGALm,A3GALT2c,A3GALT4c,A3GALT5c,ENLIPIDAt1exc,GRGTc,A2GALT4c,A2GALT6c,A2GALT1c,A2GALT2c,A2GALT5c,TKT2hc,CBFCc,protein_bm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BayalaiB08-376,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,MCBTS3,SQD2_160,SQD2_183_9_12_15,MEGLYXYLAMH,PLDAGAT16018111Z1819Z2,PLDAGAT16018111Z1819Z4,PLDAGAT1601819Z1601,PLDAGAT1601819Z18111Z1,PLDAGAT1601819Z1819Z3,PLDAGAT1601819Z1819Z4,PLDAGAT18111Z1819Z1601,PLDAGAT18111Z1819Z1602,PLDAGAT18111Z1819Z18111Z1,PLDAGAT1819Z18111Z1601,PLDAGAT1819Z18111Z1819Z1,PLDAGAT1819Z18111Z1819Z4,PLDAGAT1819Z1819Z18111Z1,PLDAGAT1819Z1819Z18111Z2,PLDAGAT1819Z1819Z18111Z3,ASNTRSm,MCBTS2,MCBTS,SQD2_183_6_9_12,SQD2_181,LIDOAMH,PLDAGAT16018111Z1601,PLDAGAT16018111Z1602,PLDAGAT1601819Z18111Z2,PLDAGAT1601819Z18111Z3,PLDAGAT1801819Z18111Z1,PLDAGAT1801819Z1819Z3,PLDAGAT18111Z18111Z1601,PLDAGAT18111Z18111Z18111Z2,PLDAGAT18111Z18111Z1819Z4,PLDAGAT18111Z1819Z1819Z1,PLDAGAT18111Z1819Z1819Z3,PLDAGAT18111Z1819Z1819Z4,PLDAGAT1819Z18111Z1819Z2,PLDAGAT1819Z1819Z1601,PLDAGAT1819Z1819Z1819Z1,PLDAGAT1819Z1819Z1819Z2,PLDAGAT1819Z1819Z1819Z3,PLDAGAT1819Z1819Z1819Z4,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,PLDAGAT16018111Z18111Z1,PLDAGAT16018111Z18111Z2,PLDAGAT16018111Z1819Z3,PLDAGAT1801819Z1819Z2,PLDAGAT18111Z18111Z1819Z3,PLDAGAT18111Z1819Z18111Z2,PLDAGAT18111Z1819Z18111Z3,PLDAGAT1819Z18111Z1602,PLDAGAT1819Z18111Z18111Z1,PLDAGAT1819Z18111Z18111Z3,PLDAGAT1819Z18111Z1819Z3,APAPTm,HEMEOSm_1,LIPO3S24_BS,MCPST,CRNCARtm,TECA2S,TPK1,SQD2_180,SQD2_184_6_9_12_15,PLDAGAT16018111Z18111Z3,PLDAGAT16018111Z1819Z1,PLDAGAT1601819Z1602,PLDAGAT1601819Z1819Z1,PLDAGAT1601819Z1819Z2,PLDAGAT1801819Z1601,PLDAGAT1801819Z1602,PLDAGAT1801819Z18111Z2,PLDAGAT1801819Z18111Z3,PLDAGAT1801819Z1819Z1,PLDAGAT1801819Z1819Z4,PLDAGAT18111Z18111Z1602,PLDAGAT18111Z18111Z18111Z1,PLDAGAT18111Z18111Z18111Z3,PLDAGAT18111Z18111Z1819Z1,PLDAGAT18111Z18111Z1819Z2,PLDAGAT18111Z1819Z1819Z2,PLDAGAT1819Z18111Z18111Z2,PLDAGAT1819Z1819Z1602,DOLASNT,SULOm,NDP3ex,ASNNe,SECYSTL,ENLIPIDAt1exc,FAO181p_even,FAOXC241181x,RE0578X,HMGCOARx,r1017
no_ortho_TgondiiGT1,2AGPGAT141,THRTRSm,VALTRSm,MCBTS3,MEGLYXYLAMH,DHPS2,HISTRSm,PHETRSm,MCBTS2,MCBTS,LIDOAMH,2AGPEAT141,DHORD2,LYSTRSm,METTRSm,PPTTm,GLCR1TRB1,HBZOPT6,HBZOPT6m_1,ALATL,HEMEOSm_1,MCPST,ASPTRSm,GLCR1TRA1,DOLASNT,HEMELm,SECYSTL,CYSS_m,MLDEP1ppc,MLDEP2ppc,DVPCHLD646ORc,PCHLD646ORc,DVPCHLD450ORc,ENLIPIDAt1exc,PCHLD450ORc,FE3DCITexs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LtarentolaeParrotTarII,THRTRSm,VALTRSm,MCBTS3,SQD2_160,SQD2_183_9_12_15,ASNTRSm,MCBTS2,MCBTS,SQD2_183_6_9_12,SQD2_181,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,CRNCARtm,TECA2S,TPK1,SQD2_180,SQD2_184_6_9_12_15,DOLASNT,SULOm,SECYSTL,ENLIPIDAt1exc,LPSSYN_HPc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumGB4,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PovalecurtisiGH01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,MCBTS3,CD2t4,UPLA4FNT,HISTRSm,PHETRSm,MCBTS2,MCBTS,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,CERS224,CRNCARtm,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,ENLIPIDAt1exc,biomass,ACOADAGAT_PALM_EPA_DHA_c,ACOADAGAT_OLE_EPA_DHA_c,PLDAGAT_DHA_EPA_DHA_PC_3_c,PLDAGAT_OLE_HDE_OLE_PC_8_c,ACOADAGAT_EPA_EPA_DHA_c,LPCAT_DHA_ETA_sn2_c,PLDAGAT_EPA_EPA_ARA_PC_3_c,ACOADAGAT_EPA_EPA_EPA_c,PLDAGAT_EPA_EPA_ARA_PC_7_c,PLDAGAT_HDE_EPA_ARA_PC_2_c,PLDAGAT_HDE_MYRS_LNA_PC_4_c,LPCAT_MYRS_ETA_sn2_c,PLDAGAT_EPA_EPA_DHA_PC_3_c,PLDAGAT_EPA_EPA_ARA_PC_4_c,PLDAGAT_DHA_EPA_ARA_PC_5_c,PLDAGAT_HDE_EPA_ARA_PC_6_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PbergheiANKA,HEMEOSm,THRTRSm,VALTRSm,CD2t4,UPLA4FNT,HISTRSm,PHETRSm,TRPTRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1b2pp_sync,CYO1bpp_sync,FCLT_ap,DOLPMT3,GHMT2r_ap,GHMT2r_m,PLDAGAT_LNA_EPA_LNA_PC_7_c,r2510,HMR_2862,HMR_1077,CRVS23M24hc,FAOXC16OHC16r,PLDAGAT_LNA_EPA_LNA_PC_1_c,AGPATCOA_EPA_EPA_c,PLDAGAT_MYRS_EPA_LNA_PE_13_c,PLDAGAT_LNA_EPA_LNA_PC_5_c,PLDAGAT_MYRS_EPA_LNA_PC_1_c,PLDAGAT_OLE_EPA_DHA_PE_14_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PinuiSanAntonio1,ERGSTESTH_SCe,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,ASNTRSm,HISTRSm,PHETRSm,ZYMSTESTH_SCe,EPISTESTH_SCe,FECOSTESTH_SCe,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,LANOSTESTH_SCe,DOLASNT,HEMELm,SECYSTL,NDP3ex,HCGALm,ENLIPIDAt1exc,CBFCc,FCLT_ap,DOLPMT3,GHMT2r_ap,GHMT2r_m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PvivaxSal1,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,DHPS,NTRARf,CD2t4,DHPS2,ASNTRSm,HISTRSm,PHETRSm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,SECYSTL,HCGALm,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,ACOADAGAT_EPA_EPA_DHA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumIT,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,SECYSTL,HCGALm,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EnuttalliP19,2AGPGAT141,ACONMT,NORRDX,UPLA4FNT,NALN6,2AGPEAT141,DIPS,UPLA4NT,FEDCabc,TPK1,CDGS1,NTR3B,ENLIPIDAt1exc,OHPHM6nc,DMTc,DOLASNTc,protein_bm,ATPS_h,ATPSh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumGA01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,CYO1b2pp_sync,ENLIPIDAt1exc,THZPSN_mt2,THZPSNm,GHMT2r_ap,GHMT2r_m,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PpraefalciparumG01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,CBFCc,THZPSN_mt2,THZPSNm,GHMT2r_ap,GHMT2r_m,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EhistolyticaKU27,2AGPGAT141,NORRDX,UPLA4FNT,NALN6,2AGPEAT141,UPLA4NT,TPK1,DMATT2,ENLIPIDAt1exc,DOLASNTc,HMR_0876nhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
